Biaya Karyawan (IDR),Pengeluaran Listrik (IDR),Pengeluaran Air (IDR),Biaya Kebersihan (IDR),Perawatan Elektronik (IDR),Total Pengeluaran Hotel (IDR),Pendapatan Hotel (IDR)
16931749.41,13059852.65,4926187.849,1168100.108,2152567.646,38238457.66,241909160.1
18907667.29,2922200.458,3503080.234,1155679.661,2153602.096,28642229.74,463407880.1
8519631.228,14333414.53,697310.8362,2882374.828,2619810.406,29052541.83,309382112
10989738.74,5603516.65,1969798.576,1387440.385,2379565.971,22330060.32,367870644.5
7286240.2,10272392.34,3304914.952,2289772.505,1624224.183,24777544.18,237665851
19887252.53,11525552.04,753499.7501,2277353.006,2032138.404,36475795.74,150661744.1
18905014.52,12367247.28,607478.8609,870078.1359,2220711.676,34970530.48,375601681.4
13099356.95,14240495.83,2525109.078,1758422.099,1781841.176,33405225.14,323520697.5
17630499.42,5380873.672,1997105.809,2693478.391,1689127.461,29391084.75,275604296.2
12814369.66,13019090.36,2472343.736,1478073.386,2112743.614,31896620.76,330809423
14353785.32,2843616.648,1682119.894,2840840.771,1893686.372,23614049.01,143728513.7
6336866.482,10870572.69,1241229.861,721928.865,2109855.763,21280453.66,407272417.9
16329056.31,11387688.21,3601145.106,315061.4067,2032136.935,33665087.97,476673262.3
6915702.255,10488125.38,2815570.023,2685216.232,2297991.401,25202605.29,450996414.9
17391014.45,4532406.306,1400693.951,2558275.474,2107008.772,27989398.96,194646085.4
16730421.32,13222604.06,1938152.418,2978510.64,1799356.216,36669044.65,232702598
15631170.47,3364018.487,3163135.584,2070241.116,2204492.028,26433057.68,413781034.9
5542405.708,1750887.081,825032.0672,2816394.987,1623704.913,12558424.76,317802708.9
9546925.339,11044509.87,1163538.542,2498152.173,1104178.065,25357303.99,296561499.7
8946688.549,7656660.013,829605.2185,2548836.366,503545.5503,20485335.7,466988885.4
10402046.11,12887372.28,4155427.997,1750510.554,1899910.368,31095267.31,291211232.4
6314641.201,6367559.975,3885841.549,1208857.334,1976638.067,19753538.13,281722405.8
19054367.35,3355900.239,3889908.193,2810218.41,2930122.412,32040516.6,68908366.07
13307033.61,12710190.69,3723464.046,1353139.809,1403695.835,32497524,81237631.37
9582864.66,8684734.843,3512234.407,1662576.165,1485333.107,24927743.18,53339138.55
10954722.76,3648741.093,2646463.619,1393731.491,1004498.953,19648157.91,460959901.6
11708038.11,11085375.98,3390251.736,1737973.11,676335.7381,28597974.67,233773997
14008915,8155590.939,672626.9965,1464464.729,2432011.232,26733608.9,260852619.3
12735191.42,9460381.751,3296589.902,239105.9199,1124202.661,26855471.65,430424126.4
18790879.6,7452576.735,4000449.675,2657939.739,2022262.153,34924107.9,324160839.7
12454452.24,12601925.77,2751612.622,1388742.075,2219432.589,31416165.3,324275718.4
19882370.22,12613878.02,2108809.978,1807936.581,1678091.718,38091086.52,183440493.2
17771374.37,10931443.51,1748420.307,503644.628,2690880.283,33645763.09,425258768.3
8127657.715,2475619.284,3392609.226,109824.7591,1609487.102,15715198.09,124623489.2
18958928.22,12743954.07,3617605.394,811341.2716,1212271.558,37344100.51,73917316.48
6745495.968,10394181.73,4419354.199,2143299.493,2740038.807,26442370.2,136221510.9
17261745.63,10758338.32,2040503.371,387664.1373,2653910.711,33102162.17,170481748.4
10709349.4,6081759.766,3963975.383,2735773.577,910099.8677,24400958,177039976
18169614.81,13309913.79,3026101.209,723565.4511,564902.5459,35794097.8,351731119.4
18020850.35,11155202.4,4472764.208,693321.4814,724963.8909,35067102.34,148021064.3
17088881,2576266.531,2875154.487,626373.0887,1216368.496,24383043.61,354496237
16850456.54,6708892.482,2829334.228,140546.9676,2930649.504,29459879.73,91009477.96
9570187.086,13409325.07,3100446.866,2338235.859,1896290.383,30314485.26,116241107.5
6213789.246,1660753.824,3871919.098,2637600.141,1433154.33,15817216.64,278969651.8
11044702.68,14459832.67,4841107.155,1881071.838,2721790.237,34948504.59,464853111.2
7602867.725,10508275.96,831035.094,645779.9469,1632840.829,21220799.55,436805415
15424266.33,9839263.687,740455.7108,927306.1911,1288096.571,28219388.49,485939049.1
10191495.9,4787829.591,4718976.518,1480187.422,2853048.822,24031538.25,342715579.4
19634153.01,4483085.042,2884440.315,2867603.26,2623794.165,32493075.8,354116689.9
14614581.16,14188815.07,3267063.566,817318.9783,2609170.939,35496949.72,331260349.5
17337208.45,5175814.359,2670906.207,2221773.121,1780711.858,29186414,330268515.3
6987870.091,11857074.15,921458.5367,1374399.848,2473595.997,23614398.63,116204155.3
17930217.23,6503705.175,3956402.203,963757.3102,948383.3982,30302465.32,294682530.3
18841357.86,2949556.991,3862510.903,1422156.217,1933057.394,29008639.36,223730570.1
12305928.78,1150014.168,1902664.947,306499.4809,2959614.807,18624722.18,249141747.1
14093794.07,8619602.718,1878076.604,2416193.376,1227396.076,28235062.84,285620257.9
16472147.01,14660903.46,4270286.214,805575.5912,2485880.823,38694793.1,107778277.3
7622579.409,6167906.713,825607.6598,2203695.157,1726196.018,18545984.96,211769480.2
12538491.15,6000692.676,4464973.168,298210.2772,599514.2081,23901881.48,78552302.39
10979945.42,5817282.65,1654977.605,2869785.813,2407548.495,23729539.98,490850658.7
7195609.882,8287613.722,3168431.365,659743.4577,921422.861,20232821.29,103337613
10513016.33,7169308.368,4711973.806,2659952.021,2078683.918,27132934.45,166336132.3
6022584.641,13318804.77,3551551.257,2447472.308,714160.4851,26054573.46,451081817
5387178.604,8077291.084,2364934.156,2906793.78,2867168.494,21603366.12,267219520.8
7027494.337,8108609.735,3602903.94,1485882.917,1229309.718,21454200.65,111036740.7
19446726.67,2937202.326,2047908.363,2209452.152,1066161.729,27707451.24,222903742.1
13242943.04,14758353.57,1747662.874,1175060.905,822841.0102,31746861.4,102140597.4
19487332.42,4499620.472,4985074.751,634667.8903,2865005.483,32471701.01,140097198.7
11487468.17,2027096.944,3878556.04,1384920.206,2279759.356,21057800.72,73413431.13
9677241.996,10284047.49,3401239.898,580672.1446,2354152.222,26297353.75,247202372.5
12592127.94,9335129.182,2098803.394,2947929.406,1748511.403,28722501.33,412986254.8
11592675.33,6812039.156,721223.7312,379114.8243,1686819.463,21191872.5,313686130.4
6584970.264,6910691.274,639755.9422,1808713.998,775053.1075,16719184.59,322855387.5
14612394.72,11990894.89,2993815.65,1916745.18,1899602.739,33413453.18,140262813.5
8240572.738,3739976.961,3929147.245,1660430.674,1117291.238,18687418.86,204752229.5
14293819.32,12483546.47,2918206.357,2020339.069,2942863.332,34658774.55,430358946.7
14753016.39,10082459.59,4283532.824,436924.2475,2491452.35,32047385.4,89535282.95
7280372.797,6865576.833,650419.3989,1709553.72,1532480.15,18038402.9,436068794.2
5920244.407,7412400.632,2150384.344,932916.4563,878353.1467,17294298.99,267660511.8
16711423.79,4593060.901,1566816.76,2826510.584,2463329.228,28161141.26,426716344.1
11897006.36,11529600.66,2512728.357,2310007.795,805134.4177,29054477.58,193102888.7
5872456.933,8180246.392,825693.7694,2920291.998,973334.3837,18772023.48,202479328.2
19922994.76,5491963.598,4793592.387,208912.6022,1028801.294,31446264.64,388222190.7
5866708.415,9344701.621,1504649.305,926886.208,1892226.596,19535172.14,403248278
15425528.43,14940282.33,4650384.99,666725.5013,2467641.635,38150562.89,153340105.1
19755183.88,7093671.915,2416519.198,132348.3032,1285787.197,30683510.49,487792096.2
8587701.563,13889679.61,4934858.6,802744.6177,711674.5357,28926658.93,88020546.91
7133740.53,5830235.759,2993262.726,2068450.352,1661346.159,19687035.53,80826333.4
6820774.091,1766257.897,4688747.889,770157.8742,2370275.603,16416213.35,317976896.9
9549127.214,3859389.489,524070.4491,1576109.992,1054159.608,16562856.75,375233345.5
6515687.165,6861732.007,3867074.628,2674672.533,1049811.37,20968977.7,482398758.2
15382420.13,4074889,4563727.939,2111897.969,2868067.568,29001002.6,232225601.4
5934376.972,1003178.535,1128742.551,1244424.303,2885384.318,12196106.68,61381134.05
12641331.92,13810021.53,932566.3328,1180159.923,2976164.33,31540244.04,321303352.8
19950452.81,12814311.76,2410576.732,1421633.861,2519149.004,39116124.16,180363209.3
17209554.04,11392091.24,4701555.078,613420.1791,970460.4229,34887080.96,244826204.5
14228291.57,3349404.339,2940739.521,1938602.226,1029953.802,23486991.46,269811267
9593804.312,2685090.067,2873554.087,1156043.175,1350563.104,17659054.74,79030674.83
14358437.54,1946466.493,1135067.532,2571859.513,1295331.328,21307162.41,268691803.1
12905621.96,11136408.64,503552.7999,2294002.714,2891319.373,29730905.49,241843850.1
11391250.76,14003311.45,4145630.408,1870488.176,2472684.957,33883365.75,370644919.4
6960655.651,7027501.493,894085.5334,1156186.446,2310021.98,18348451.1,340549660
18299063.23,2667969.408,3352324.184,708802.3119,964908.0601,25993067.19,133347073.2
11746769.73,8173499.49,4615774.045,2350840.406,2773813.898,29660697.57,142762513.2
7919337.677,5883646.704,1438933.609,1510586.387,2569675.949,19322180.33,162952780.4
10516390.26,6247548.941,3493727.763,751775.1107,909104.6033,21918546.68,130527698.1
11211946.29,9698628.738,854143.5952,666006.3836,2677925.83,25108650.83,345745939.9
17413068.43,11062053.59,3216898.147,579662.6231,1180618.841,33452301.63,497493580.6
16004215.71,2548450.384,1237692.744,2353767.469,702174.3646,22846300.67,343448753.2
16539573.4,1498263.231,3811791.022,764062.8374,2142055.766,24755746.26,323006695.8
5165468.966,14920624.24,1855540.827,1627262.564,2134511.648,25703408.24,234467570
11242309.97,4258196.885,2585259.54,1409484.447,737330.0239,20232580.87,190661116.5
12220162.27,1753627.349,3197437.439,1780871.608,1297129.522,20249228.19,459983190.6
5287884.152,3658254.607,1270730.348,2643749.211,2982036.156,15842654.47,486050843.4
8897198.131,1545409.849,3837370.184,2616467.431,2196066.668,19092512.26,273549279
16404347.35,6485352.525,1861881.533,1408120.608,2325187.917,28484889.93,180590223
7056645.586,12233624.98,3480673.37,144562.1271,1032293.214,23947799.28,396554993.5
13029651.97,5777422.297,1212273.728,1336687.037,696955.1775,22052990.21,109605555.9
8228028.08,7218567.696,3596529.466,1857961.259,1192254.224,22093340.73,394514706.9
5181811.62,10458214.83,1076846.328,1717517.801,1122245.963,19556636.54,418526768.4
8618021.864,8124516.981,2414104.233,1988874.707,1086360.252,22231878.04,106206775.1
19638106.32,13060239.6,1612427.332,546819.6242,981885.8047,35839478.69,489587661
17023056.68,13124499.45,3867688.622,1974951.786,1936889.227,37927085.76,493480530.7
19393649.66,1138749.737,1679157.52,629689.6944,1320258.69,24161505.31,471523765.7
12317810.66,11892648.29,4467727.879,2276519.544,2550862.538,33505568.91,273215664.2
6646042.98,7450270.403,4513190.951,1083354.078,959868.5446,20652726.96,160733364
13219392.33,14843767.58,1383985.919,2158696.757,1661567.677,33267410.27,311904176.4
11815660.02,7765249.062,3262306.753,238810.2368,534144.5911,23616170.66,238970227.3
17665356.24,14816543.24,894729.3877,1282794.074,1704205.806,36363628.74,142676890.1
6471238.712,11563971.06,2261916.948,2144600.115,639595.5522,23081322.38,240654384.3
12323617.06,4480468.385,3709947.783,757924.4974,2944308.78,24216266.5,348750426.1
7250729.97,8537529.71,3467404.611,2406332.43,2476480.322,24138477.04,81910989.85
9870138.903,14889898.95,3311153.012,1929261.226,1725278.692,31725730.79,200038100.7
16060356.16,13005428.51,1771433.886,1803929.139,716468.3954,33357616.09,58007700.51
12140271.94,2363136.513,2201112.272,1125291.677,1981113.602,19810926.01,387272977.5
10638324.28,10889207.96,963257.6512,1499109.264,2396909.377,26386808.52,338311070.4
10917144.18,5838114.202,3735602.692,1832312.973,976793.1325,23299967.18,78202460.62
11891701.53,1097751.666,2767499.586,1470140.13,1920520.852,19147613.76,484131901.8
16775248.16,6648733.566,3689445.346,2125108.639,2535527.246,31774062.95,60179700.71
18381270.33,4286561.904,1620245.862,1357721.106,2420619.444,28066418.65,315482290.9
19330020.3,12464169.79,1959972.029,686592.2271,2507480.045,36948234.39,399365357.8
16803550.79,5722628.524,2003969.018,720407.9701,2698308.562,27948864.87,404553340.9
9731103.436,12585331.72,615840.8439,116830.9296,2844205.255,25893312.18,65428311.02
15322020.59,1008371.144,2034715.428,972777.3751,1513802.888,20851687.43,457886809.7
11564046.86,5309468.1,4114870.581,2271861.157,1921922.756,25182169.46,463303252.4
8820059.331,4376313,4537843.231,2403071.856,2476648.815,22613936.23,302625667.9
17613073.69,4269943.055,2831982.42,687155.8721,2242849.535,27645004.57,266937439.5
5576395.234,1954612.677,2549757.628,2881227.591,2988800.571,15950793.7,70190358.38
18526429.88,3619739.786,638710.7841,1556968.101,534194.1278,24876042.68,302879364.1
11922161.97,8777693.978,4456419.519,2759238.372,1387833.038,29303346.88,234220586.8
14558022.15,5079055.02,558545.9604,2149619.317,1202569.816,23547812.27,397762883.3
14890308.83,6843526.953,4751375.361,2195056.927,1155789.625,29836057.7,231747605.1
18426766.11,6276136.325,2701473.119,346626.5018,1056324.456,28807326.51,357611375
14550045.23,13262668.95,2038705.221,737974.268,2272809.602,32862203.27,95633665.81
14209003.77,13674185.99,4658982.957,125563.0166,711898.6832,33379634.41,109828521.8
5999780.608,7901397.603,609759.469,2176770.157,2354022.085,19041729.92,112869585.8
12776120.33,5622183.304,3116412.027,1098871.036,2233564.605,24847151.3,70486474.91
7252535.012,2495209.856,2970196.36,2381292.297,1127010.331,16226243.86,293597986.7
16061506.53,14347640.31,1486941.805,1082915.038,1132084.458,34111088.14,407285476.7
12683328.81,1843177.229,2429993.441,2476067.882,2072151.463,21504718.83,324685041.7
15203416.69,5167103.886,3435188.027,479024.9359,2405427.764,26690161.3,308729698.5
5625093.509,5172926.816,3772090.386,602782.1546,2691214.033,17864106.9,356280767.8
6271880.241,5485618.006,503225.8642,1088541.965,2630348.91,15979614.99,202840395.4
15744850.82,3300015.806,4715840.435,1284613.428,2912207.485,27957527.98,212879332.2
6081265.04,11964260.03,1240364.176,1111238.151,1953462.238,22350589.64,191421544.2
6068850.916,2714970.068,1551111.954,2314576.394,2771638.903,15421148.24,370449019.8
5181627.129,9888693.228,1685630.506,381159.0386,2521283.183,19658393.08,122738151.1
19347520.97,2733844.374,670190.6145,1118529.357,2736669.061,26606754.38,55861376.14
16062625.39,1987498.926,1053734.556,2527995.999,529066.5032,22160921.38,318288401
10298771.13,13732013.05,4938574.653,293711.5241,2914757.48,32177827.84,474071614.1
9448033.719,3661802.728,1918475.318,2832796.172,1683825.407,19544933.35,324233562.6
10245548.45,12497502.16,1018854.907,2960318.843,2495457.474,29217681.83,402314743.8
16619802.97,8624832.195,981460.6753,356847.7041,818010.2983,27400953.84,352755819.3
14920559.17,2089991.275,3737569.855,944690.3145,1489852.74,23182663.35,273846494.1
7777933.518,14376274.68,4345558.988,1179961.932,1178651.658,28858380.78,373276580.8
7611640.03,4457456.338,1656285.348,2351534.969,1229146.926,17306063.61,420846855.7
6475934.746,13035034.83,594092.8055,1828187.755,808139.0499,22741389.19,151129239.9
14904540.8,3363340.081,1503905.083,1968660.531,2514409.581,24254856.07,201258716.2
16465589.93,12955200.35,754320.6086,2296778.486,523105.7865,32994995.16,150676579.6
8975696.425,1185203.381,965277.2148,442139.0984,1281263.642,12849579.76,253477830
5314174.415,8164926.392,2441786.539,2516307.425,936026.358,19373221.13,448279047.9
6232575.012,11772196.11,1534632.669,2146297.432,1972597.352,23658298.58,205343195.4
19517900.52,14087137.24,2821756.453,1774291.003,1135631.007,39336716.23,218510100.1
9431671.662,13728829.91,1640721.89,2680232.471,1147496.136,28628952.07,437165255.6
16538347.22,12474748.17,4732417.855,2130888.426,1720845.36,37597247.03,281918448.8
14369953.53,13434678.9,4576747.856,684929.8916,2131722.598,35198032.77,290952049.8
10729094.59,3789075.602,3050627.473,1346261.605,803261.7614,19718321.04,437360541.5
8085308.933,4978580.14,2094907.964,1532724.314,938778.6312,17630299.98,270737031.7
6820796.272,5045559.349,2215160.969,260131.1176,1117936.861,15459584.57,356700890.6
14225194.52,6278755.034,2353335.274,2868448.789,2934370.535,28660104.15,88540099.64
16619506.71,6506489.385,3774106.95,472874.0563,1492881.25,28865858.35,130384270.9
14658563.8,8623774.545,2532375.48,2122637.675,1997475.227,29934826.73,231969290.3
12954532,3238316.687,4355284.759,1568070.005,1103857.032,23220060.48,272677580.5
5629268.351,10677453.29,4748426.537,174333.5247,1726148.813,22955630.52,484580165.6
19527331.66,3345931.55,2011757.69,2781767.68,685297.936,28352086.52,486793234.9
16980712.87,5344318.749,3023125.166,2570326.746,586855.3648,28505338.9,433038689.4
9392330.551,8046831.828,927754.4157,1620347.991,1671833.817,21659098.6,192019475.9
19699554.94,12150167.86,1402110.715,763932.7748,1496648.219,35512414.51,483812730.9
14028223.84,11352569.27,2360595.95,452706.383,842200.7992,29036296.24,360203389.1
13736339.87,10037480.99,1427912.222,1153838.19,2219003.572,28574574.85,226823057.5
16221097.69,3180825.648,4444522.209,840742.015,2982258.727,27669446.29,365753712.6
17176546.82,8658634.839,1212288.152,1569404.483,1489117.053,30105991.35,57435228.4
14847179.11,2224251.025,2550473.697,2902586.959,2061396.59,24585887.38,115769607
6921436.195,6283084.475,3225646.582,1767365.13,2907439.856,21104972.24,423358570.2
10074012.59,6789231.424,3613387.587,2680800.062,2578837.431,25736269.09,340508136.6
18921254.6,1557360.152,2223812.164,1987548.629,1658880.558,26348856.11,213887615.6
8369234.178,4835833.393,4410945.809,1478214.927,2343723.711,21437952.02,275299988.1
10582505.36,14379092.54,3057436.18,2578361.932,820337.6006,31417733.61,457313967.3
11481153.24,14350856.51,2477785.012,1466967.52,1780259.639,31557021.92,334210149.3
11591074.85,5932578.76,802582.8532,2619021.694,1197650.693,22142908.85,229167177.8
14194093.74,1603401.525,2591102.608,945572.6318,902909.2197,20237079.72,104146995.8
19146137.57,3507329.151,4193311.284,473557.9139,1565702.266,28886038.18,182186060.7
8610390.677,6491049.108,3265434.582,2580411.947,827536.3861,21774822.7,490253104.8
6822520.645,14268915.77,4244731.042,1803503.975,2247462.77,29387134.2,246813378.3
7962057.348,2976786.89,2723052.518,2678367.955,1640600.11,17980864.82,262327758.7
18303873.5,11689221.81,1033077.673,2819698.9,1827861.581,35673733.47,274369114.6
14687162.19,2521555.551,561379.3063,255522.3321,865939.8467,18891559.23,447846810.3
9288601.839,14737606.08,1864487.96,1552810.975,849429.1527,28292936.01,321767728
17239204.08,6342630.988,3640957.122,1187397.192,1958538.588,30368727.97,362154666.4
17920549.95,11853283.54,4056169.568,1914989.352,2962524.37,38707516.78,225236094.1
17697715.08,5796275.159,1830887.756,2401414.472,740626.4581,28466918.93,63089428.37
18783898,9787364.28,2730442.644,913711.6263,1214328.571,33429745.13,468937811.4
8783615.303,3688225.186,2395035.07,1714715.315,2673647.791,19255238.66,477107456.4
16325628.93,3044294.27,2347352.53,2155312.882,680680.0306,24553268.64,477118874
11908092.46,14132897.95,1541069.209,489850.1402,2689714.303,30761624.07,474659189
17629978.29,13847061.89,1113669.973,2460794.027,1810714.958,36862219.14,416858873.5
15927360.16,13424565.16,1385098.512,1857717.84,1520666.935,34115408.61,358068222.6
16646711.7,9756068.302,748995.7422,2853658.568,1274201.411,31279635.72,430029463.2
14842427.57,12315754.96,1391588.338,1084633.865,1242792.895,30877197.62,320245807.6
7661431.542,1966517.117,541404.0393,413623.2328,1264506.456,11847482.39,110466326.3
13175403.78,5687046.586,3322662.803,1568853.483,2712007.702,26465974.36,226048174.3
19770046.09,5391843.747,1923689.333,348851.238,2309488.075,29743918.49,487082710.4
19060821,9899034.507,4879151.201,2911626.918,2174307.52,38924941.14,208012016.1
5647606.037,5983408.829,1371726.728,212186.3789,2496872.872,15711800.85,440522561.2
7472222.236,3079094.943,2056228.566,2285161.313,1142786.658,16035493.72,91945161.85
6975931.602,9350539.056,2110285.214,1622796.955,2045107.03,22104659.86,200382729.1
15889698.65,12401374.89,538031.7323,1168999.892,1650165.597,31648270.76,207928996.1
17266779.95,6349728.922,4276435.789,290942.2771,2456104.088,30639991.02,73221144.4
8202670.495,2851762.011,643975.0706,1904284.08,1273140.276,14875831.93,103592448.6
12587790.39,3753634.762,4730809.256,1797138.955,2107946.542,24977319.91,136924345
17610545.42,4324766.272,4514334.58,914561.4919,2705531.03,30069738.79,427017015.9
15992023.17,5198566.302,2909848.622,2739642.934,1505376.19,28345457.22,78530895.47
13133558.08,9999130.987,2946180.087,981919.0213,666555.2184,27727343.4,184415405.6
13855215.36,9413236.784,3442000.653,1404203.691,1790127.056,29904783.54,54578751.17
12625408.2,10745118.06,2241725.054,1676911.122,1364931.22,28654093.66,363032485.4
9463226.77,6075027.783,3412500.275,390672.4467,2180563.451,21521990.73,329136390.5
13475329.89,12535967.13,701457.7491,2803268.986,2877582.312,32393606.07,340242017.9
15333279.53,3857227.256,743214.3231,1186154.842,1714020.795,22833896.75,218472253.1
18099843.74,7566570.465,2557536.888,334259.7202,1665475.575,30223686.39,143720519.6
14544370.31,12213142.1,2973300.355,1223144.404,2136462,33090419.17,374144096
16416823.06,3522221.068,4495179.382,1840587.387,758743.759,27033554.65,415003042.7
7401074.524,2538083.592,970972.8526,1589592.748,1133765.472,13633489.19,112370674.1
11923362.12,13371575.55,4201915.672,2114171.725,2797448.314,34408473.37,269073242.6
5139974.297,5801015.279,1445213.018,260903.432,2174856.533,14821962.56,161922056.9
8700182.968,10574181.75,2273376.418,925167.7698,533610.11,23006519.01,125648087.5
15896925.73,1354880.46,1924710.957,2475768.673,1011563.681,22663849.5,380446391.1
19877149.27,10660656.44,2300698.728,331691.6946,2207093.165,35377289.3,292143621
6487671.494,5425418.362,1177229.741,2580909.269,2410998.006,18082226.87,147283399.6
11022414.74,1780371.95,2766065.335,366498.667,2599648.932,18534999.62,189500005
17001064.53,9537378.662,4107391.654,2519917.223,1230442.008,34396194.08,484994152.1
8060534.519,4371253.425,2486903.047,1146286.363,2827571.491,18892548.84,431905804.1
13326274.24,6415301.389,2707761.092,1875406.283,1882367.234,26207110.24,445976034.3
15996069.44,2128131.372,4319454.134,543372.6354,2241347.556,25228375.14,257005443.7
14239781.75,3060285.515,3677261.516,291889.293,1991847.157,23261065.24,330713268.8
7820371.019,5171681.297,2707044.838,726220.7917,806850.1367,17232168.08,219545483.1
10330768.53,2256633.008,1659630.417,470776.0719,2907786.648,17625594.68,84970389.06
16756876.77,13751567.71,4482170.361,1005977.103,807188.9497,36803780.89,230481189.8
13313397.71,1084658.605,3096591.808,1591711.415,1137204.891,20223564.43,317291338.9
5078444.203,7774043.064,1495164.245,1807402.444,2534069.701,18689123.66,179214921.8
16414861.4,2725464.414,1711038.887,2390617.511,2046492.404,25288474.62,431577758.6
5529670.324,5307507.253,4114098.9,2003095.69,2595372.913,19549745.08,117995071.6
16186006.74,13964833.84,698655.0294,1865399.143,1789340.471,34504235.22,215208090.2
8037208.402,3263723.746,4964414.842,1294167.88,1442483.088,19001997.96,106206757.4
19371102.2,14521652.48,1086582.559,1474044.461,2804613.749,39257995.45,232174460.3
10519111.27,3881121.278,4082308.364,1302110.405,590630.7938,20375282.11,67847587.24
9903974.245,11381925.52,2276488.925,2542281.487,2640325.551,28744995.73,172647227.8
7233320.755,8653481.709,2714972.825,767001.3124,1077044.463,20445821.06,230330864.8
9584063.232,13382702.19,4462927.599,116590.7015,2621840.819,30168124.54,265174413.5
18149761.43,8755905.577,2358100.353,1988827.702,847991.5335,32100586.59,294663361.3
19945015.06,8483829.068,2918721.892,687140.3326,1950547.409,33985253.77,173746008.4
10524642.96,3736412.005,721848.4808,2681333.895,2720269.798,20384507.14,285368600.6
11729159.46,3327211.069,510563.6324,2591234.356,1683849.117,19842017.64,279052079.7
15831064.07,13830848.12,1601599.429,322509.3786,2366416.685,33952437.68,192280122.9
18292936.71,5589734.784,3562623.918,408526.3757,2511679.045,30365500.83,423590148.8
13895665.01,6209151.569,1045692.02,1535997.618,2341235.522,25027741.74,295538507
10872885.47,11637531.22,1011928.815,1866745.722,2813324.342,28202415.57,199521373.4
11189327.61,5743528.754,2349322.736,897234.1787,1617085.576,21796498.86,476302330.4
15434272.2,14328874.25,3415266.674,2178713.378,932813.5979,36289940.1,430300585.9
5048273.954,11330988.77,3704323.965,1825256.461,619527.6593,22528370.81,492164515.2
14293840.06,9364009.396,1303028.033,1041989.918,1116149.674,27119017.08,361505243.6
10332395.16,13332532.25,858146.6632,173577.3153,857993.7597,25554645.14,220200307.5
16912959.97,1694482.717,4731786.653,2275435.816,1894871.854,27509537.01,176387300
6394859.597,4598877.691,1672998.722,722785.6309,962363.343,14351884.98,348493029.7
13823034,7510508.679,4340059.239,2519973.856,597334.2682,28790910.05,491367462.1
12214593.35,4177699.553,4385711.527,1318841.754,589974.5722,22686820.75,332021786
14634882.89,11414672.62,3976351.663,1773524.584,2578923.746,34378355.5,446726723.4
5972803.917,13868912.43,1259751.23,2631551.318,1978624.829,25711643.73,198096544
13699756.81,6932781.679,4198106.567,2604506.703,1395213.255,28830365.01,233129202.1
13422268.82,5789856.402,3961627.517,1177406.768,2735570.107,27086729.61,457823857.8
13409901.42,14461710.25,3185253.455,705777.7889,675491.5285,32438134.44,390590015.9
14052315,7227934.06,2017409.158,2347923.625,2950805.182,28596387.02,491634644.2
15147019.06,7846677.606,1681288.719,1355932.59,2040729.476,28071647.45,398643894.4
17074835,5923098.213,1048501.454,656921.7813,958660.6349,25662017.08,251832068.2
9047310.802,13733678.62,2793906.801,2722833.493,2197672.747,30495402.47,288980608.9
17375741.15,8965376.766,3133673.94,674502.1633,2408453.149,32557747.17,455231971.6
12473835.23,11670444.22,2117025.457,174840.7878,1573356.958,28009502.66,298241031.2
6155874.187,12365294.06,2639115.805,158811.9239,2654081.516,23973177.49,164928818.4
5878263.939,5785886.587,2135815.058,1904714.534,876831.0182,16581511.14,246028915.7
10013574.78,7071720.638,3384527.258,2018857.676,1197093.959,23685774.31,282342195
16773454.66,12878604.84,4555666.435,1002020.945,733730.904,35943477.78,93523925.1
15615214.02,6085574.923,1237641.179,1028031.869,1027194.602,24993656.59,384693203.4
16829224.47,12115091.87,2216339.645,1084532.354,1096822.03,33342010.37,99209270.01
12759035.85,14173892.52,1133908.718,2072459.786,2794082.977,32933379.84,232212971
11602984.97,9724945.223,3312246.967,268587.994,695274.2219,25604039.37,412080098.7
7211787.901,11382782.02,3779917.293,2794437.423,1568537.8,26737462.44,260406662.7
9922891.304,12271362.37,4693607.297,745311.0281,1830996.718,29464168.72,428906983.9
11510290.49,12830555.08,1754923.668,2999052.295,2746732.635,31841554.18,203846594.9
6329006.445,6530746.73,4775950.426,597415.812,2994240.547,21227359.96,480936332.3
8309179.291,1717688.428,784682.0232,2337484.726,2383470.287,15532504.76,144260794.3
13973379.41,6626267.797,3213562.385,747896.3803,2926977.476,27488083.45,67218865.25
16034946.71,10432587.22,757097.237,334455.7248,2467752.831,30026839.72,442591944.3
19975212.67,7304905.401,4521983.845,2637306.641,2908006.602,37347415.16,388491222.2
18996699.97,11485484.11,2884140.757,2590378.652,2268176.815,38224880.31,154392726.7
14638477.99,5997754.013,3512067.578,1270354.138,699408.5636,26118062.29,493133723.2
11318720.8,9886417.975,4242082.667,2136948.813,1504800.467,29088970.72,276026058.2
14542660.47,3609877.268,1176397.801,1715491.205,2116493.21,23160919.95,477979448.1
16784774.27,11491172.11,673662.0287,2573572.73,1376796.274,32899977.42,277262947.1
6775042.864,8639743.563,4454965.157,1013662.311,1183459.795,22066873.69,262343564
11148573.35,3856901.44,1917199.524,1618649.96,1943498.168,20484822.44,252112341.7
17597034.28,5086756.429,1080405.086,1507579.876,2833754.692,28105530.37,200693874.3
10757494.28,11480521.92,2608075.567,1126326.896,587454.6838,26559873.35,290165673.7
13578084.07,7756417.299,3192377.341,2685219.687,2423078.009,29635176.4,253649597.9
13816540.41,4024440.166,639367.7154,581045.9815,2306818.195,21368212.47,66536094.48
